Date,Temp,Umidità,Remark,
2023/09/20 15:20:39,"24.94℃","67.75%",""
2023/09/20 15:30:39,"24.88℃","62.00%",""
2023/09/20 15:40:39,"24.00℃","64.75%",""
2023/09/20 15:50:39,"23.75℃","65.00%",""
2023/09/20 16:00:39,"23.75℃","65.00%",""
2023/09/20 16:10:39,"23.75℃","65.25%",""
2023/09/20 16:20:39,"23.81℃","65.19%",""
2023/09/20 16:30:39,"23.88℃","64.88%",""
2023/09/20 16:40:39,"23.75℃","65.00%",""
2023/09/20 16:50:39,"23.75℃","65.19%",""
2023/09/20 17:00:39,"23.81℃","65.50%",""
2023/09/20 17:10:39,"23.75℃","65.81%",""
2023/09/20 17:20:39,"23.69℃","65.19%",""
2023/09/20 17:30:39,"23.56℃","65.81%",""
2023/09/20 17:40:39,"23.38℃","66.25%",""
2023/09/20 17:50:39,"23.25℃","66.88%",""
2023/09/20 18:00:39,"23.19℃","66.81%",""
2023/09/20 18:10:39,"23.00℃","67.94%",""
2023/09/20 18:20:39,"22.81℃","67.69%",""
2023/09/20 18:30:39,"22.19℃","70.44%",""
2023/09/20 18:40:39,"21.56℃","73.50%",""
2023/09/20 18:50:39,"21.19℃","73.94%",""
2023/09/20 19:00:39,"20.31℃","76.31%",""
2023/09/20 19:10:39,"19.81℃","76.25%",""
2023/09/20 19:20:39,"19.50℃","77.12%",""
2023/09/20 19:30:39,"19.31℃","78.00%",""
2023/09/20 19:40:39,"19.63℃","77.94%",""
2023/09/20 19:50:39,"19.56℃","78.25%",""
2023/09/20 20:00:39,"19.44℃","78.06%",""
2023/09/20 20:10:39,"19.69℃","77.75%",""
2023/09/20 20:20:39,"19.88℃","77.94%",""
2023/09/20 20:30:39,"19.81℃","78.38%",""
2023/09/20 20:40:39,"19.69℃","78.69%",""
2023/09/20 20:50:39,"19.44℃","80.06%",""
2023/09/20 21:00:39,"19.31℃","79.94%",""
2023/09/20 21:10:39,"19.06℃","80.81%",""
2023/09/20 21:20:39,"18.88℃","80.88%",""
2023/09/20 21:30:39,"18.63℃","81.75%",""
2023/09/20 21:40:39,"18.50℃","81.69%",""
2023/09/20 21:50:39,"18.63℃","81.12%",""
2023/09/20 22:00:39,"18.63℃","80.62%",""
2023/09/20 22:10:39,"18.56℃","81.31%",""
2023/09/20 22:20:39,"18.56℃","81.31%",""
2023/09/20 22:30:39,"18.56℃","81.81%",""
2023/09/20 22:40:39,"18.38℃","82.44%",""
2023/09/20 22:50:39,"18.38℃","82.44%",""
2023/09/20 23:00:39,"18.44℃","82.50%",""
2023/09/20 23:10:39,"18.38℃","82.50%",""
2023/09/20 23:20:39,"18.38℃","82.31%",""
2023/09/20 23:30:39,"18.38℃","82.12%",""
2023/09/20 23:40:39,"18.50℃","81.88%",""
2023/09/20 23:50:39,"18.44℃","82.50%",""
