"Date","Temp","Umidità","Remark"
2023/03/03 17:59:34,"21.44℃","40.62%",""
2023/03/03 18:09:34,"22.88℃","46.56%",""
2023/03/03 18:19:34,"22.88℃","47.25%",""
2023/03/03 18:29:34,"22.81℃","47.69%",""
2023/03/03 18:39:34,"22.81℃","48.06%",""
2023/03/03 18:49:34,"22.81℃","48.25%",""
2023/03/03 18:59:34,"22.75℃","48.50%",""
2023/03/03 19:09:34,"22.75℃","48.75%",""
2023/03/03 19:19:34,"22.75℃","49.12%",""
2023/03/03 19:29:34,"22.75℃","49.75%",""
2023/03/03 19:39:34,"22.75℃","50.06%",""
2023/03/03 19:49:34,"22.75℃","49.94%",""
2023/03/03 19:59:34,"22.75℃","49.50%",""
2023/03/03 20:09:34,"22.75℃","49.56%",""
2023/03/03 20:19:34,"22.81℃","50.88%",""
2023/03/03 20:29:34,"22.88℃","51.62%",""
2023/03/03 20:39:34,"22.88℃","51.62%",""
2023/03/03 20:49:34,"22.88℃","51.62%",""
2023/03/03 20:59:34,"22.94℃","51.69%",""
2023/03/03 21:09:34,"22.94℃","50.62%",""
2023/03/03 21:19:34,"22.88℃","51.06%",""
2023/03/03 21:29:34,"22.94℃","51.81%",""
2023/03/03 21:39:34,"22.94℃","51.94%",""
2023/03/03 21:49:34,"22.94℃","51.94%",""
2023/03/03 21:59:34,"22.88℃","52.19%",""
2023/03/03 22:09:34,"22.88℃","52.12%",""
2023/03/03 22:19:34,"22.88℃","51.38%",""
2023/03/03 22:29:34,"22.88℃","51.69%",""
2023/03/03 22:39:34,"22.81℃","51.62%",""
2023/03/03 22:49:34,"22.81℃","51.94%",""
2023/03/03 22:59:34,"22.81℃","51.44%",""
2023/03/03 23:09:34,"22.75℃","51.00%",""
2023/03/03 23:19:34,"22.63℃","50.94%",""
2023/03/03 23:29:34,"22.56℃","50.81%",""
2023/03/03 23:39:34,"22.50℃","50.81%",""
2023/03/03 23:49:34,"22.44℃","50.62%",""
2023/03/03 23:59:34,"22.38℃","50.12%",""
2023/03/04 00:09:34,"22.31℃","50.50%",""
2023/03/04 00:19:34,"22.25℃","50.00%",""
2023/03/04 00:29:34,"22.19℃","49.81%",""
2023/03/04 00:39:34,"22.19℃","49.62%",""
2023/03/04 00:49:34,"22.13℃","49.56%",""
2023/03/04 00:59:34,"22.06℃","49.38%",""
2023/03/04 01:09:34,"22.06℃","49.31%",""
2023/03/04 01:19:34,"22.00℃","49.19%",""
2023/03/04 01:29:34,"21.94℃","49.12%",""
2023/03/04 01:39:34,"21.94℃","49.06%",""
2023/03/04 01:49:34,"21.88℃","49.00%",""
2023/03/04 01:59:34,"21.88℃","49.00%",""
2023/03/04 02:09:34,"21.81℃","48.81%",""
2023/03/04 02:19:34,"21.75℃","48.75%",""
2023/03/04 02:29:34,"21.75℃","48.62%",""
2023/03/04 02:39:34,"21.69℃","48.38%",""
2023/03/04 02:49:34,"21.69℃","48.31%",""
2023/03/04 02:59:34,"21.63℃","48.19%",""
2023/03/04 03:09:34,"21.56℃","48.44%",""
2023/03/04 03:19:34,"21.56℃","49.12%",""
2023/03/04 03:29:34,"21.56℃","49.25%",""
2023/03/04 03:39:34,"21.50℃","49.25%",""
2023/03/04 03:49:34,"21.50℃","49.06%",""
2023/03/04 03:59:34,"21.44℃","48.75%",""
2023/03/04 04:09:34,"21.44℃","48.38%",""
2023/03/04 04:19:34,"21.38℃","48.56%",""
2023/03/04 04:29:34,"21.38℃","48.69%",""
2023/03/04 04:39:34,"21.31℃","48.56%",""
2023/03/04 04:49:34,"21.31℃","48.31%",""
2023/03/04 04:59:34,"21.25℃","48.75%",""
2023/03/04 05:09:34,"21.25℃","48.44%",""
2023/03/04 05:19:34,"21.25℃","48.38%",""
2023/03/04 05:29:34,"21.19℃","48.38%",""
2023/03/04 05:39:34,"21.19℃","48.12%",""
2023/03/04 05:49:34,"21.13℃","47.88%",""
2023/03/04 05:59:34,"21.06℃","47.81%",""
2023/03/04 06:09:34,"21.06℃","47.88%",""
